"Date","Time","Max_Temperature","Min_Temperature","Current_Temperature","Precipitation_Belfort","Precipitation_ETI","Snowfall","Snow_On_Ground","Sky_Cover","Cloud_Type","Notes","Flag_Max_Temperature","Flag_Min_Temperature","Flag_Current_Temperature","Flag_Precipitation_Belfort","Flag_Precipitation_ETI","Flag_Snowfall","Flag_Snow_On_Ground"
"2001-09-02",NA,76,51,59,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-03",NA,76,59,70,0.12,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-04",NA,67,57,57,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-05",NA,75,48,48,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-06",NA,81,48,55,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-07",NA,83,55,70,0.3,NA,NA,NA,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-08",NA,82,66,71,0.04,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-09",NA,71,65,69,0.43,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-10",NA,71,56,56,0.17,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-11",NA,69,51,53,0,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-12",NA,71,52,62,0.24,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-13",NA,57,48,48,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-14",NA,62,44,46,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-15",NA,65,46,54,0,NA,NA,NA,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-16",NA,69,47,52,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-17",NA,66,52,56,0.04,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-18",NA,65,56,58,0.02,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-19",NA,63,57,60,1.15,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-20",NA,63,60,61,0.05,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-21",NA,60,55,55,0.08,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-22",NA,69,50,52,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-23",NA,58,52,57,1.92,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-24",NA,52,46,48,0.15,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-25",NA,48,44,44,0.71,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-26",NA,51,51,44,0.05,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-27",NA,56,43,48,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-28",NA,61,47,47,0,NA,NA,NA,6,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-29",NA,65,44,67,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-30",NA,65,43,48,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-01",NA,68,48,51,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-02",NA,72,48,49,0.07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-03",NA,71,49,54,0.19,NA,NA,NA,3,"ALTOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-04",NA,59,47,47,0,NA,NA,NA,4,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-05",NA,54,43,44,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2001-10-06",NA,46,36,44,0.04,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-07",NA,46,36,44,0.03,NA,NA,NA,8,"STRATOCUMULUS","SNOW ON ROOFS",NA,NA,NA,NA,NA,NA,NA
"2001-10-08",NA,42,32,35,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-09",NA,55,29,29,0.09,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-10",NA,62,29,49,NA,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,"T",NA,NA,NA
"2001-10-11",NA,68,49,54,0,NA,NA,NA,4,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-12",NA,61,52,52,0.47,NA,NA,NA,8,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-13",NA,54,45,50,0.96,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-14",NA,66,50,50,1.19,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-15",NA,56,50,56,0.03,NA,NA,NA,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-16",NA,51,45,47,0.06,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-17",NA,48,41,44,0,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-18",NA,45,37,37,0,NA,NA,NA,7,"ALTOCUMULUS","FROST",NA,NA,NA,NA,NA,NA,NA
"2001-10-19",NA,59,31,35,0,NA,NA,NA,6,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-20",NA,54,35,39,0,NA,NA,NA,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-21",NA,57,39,48,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-22",NA,53,40,45,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-23",NA,55,36,38,0.82,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-24",NA,53,38,49,1.04,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-25",NA,58,46,46,1.06,NA,NA,NA,8,"NIMBOSTRATUS","SNOWING",NA,NA,NA,NA,NA,NA,NA
"2001-10-26",NA,40,34,37,0.18,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-27",NA,40,35,38,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-28",NA,53,30,32,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-29",NA,48,32,44,0,NA,NA,NA,4,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-30",NA,47,32,33,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-31",NA,58,33,41,0.17,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-01",NA,61,42,50,0.07,NA,NA,NA,8,"ALTOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-02",NA,58,50,57,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-03",NA,49,42,44,NA,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"2001-11-04",NA,49,37,44,0,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-05",NA,46,31,32,0,NA,NA,NA,2,NA,"FROST",NA,NA,NA,NA,NA,NA,NA
"2001-11-06",NA,60,32,39,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-07",NA,57,39,40,0.06,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-08",NA,48,40,48,0.52,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-09",NA,48,32,32,NA,NA,NA,NA,4,"ALTOCUMULUS",NA,NA,NA,NA,"T",NA,"T","T"
"2001-11-10",NA,46,32,37,0,NA,NA,NA,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-11",NA,44,32,35,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-12",NA,50,35,38,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-13",NA,54,33,40,0,NA,NA,NA,3,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-14",NA,55,40,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2001-11-15",NA,61,49,55,0.02,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-16",NA,42,41,42,0,NA,NA,NA,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-17",NA,55,33,40,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-18",NA,63,40,52,0.01,NA,NA,NA,7,"ALTOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-19",NA,40,38,38,0.6,NA,NA,NA,8,"NIMBOSTRATUS","RAINING",NA,NA,NA,NA,NA,NA,NA
"2001-11-20",NA,36,31,33,0.01,NA,0.25,0.2,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-21",NA,47,29,34,0,NA,NA,0,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-22",NA,48,32,38,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-23",NA,58,38,48,0,NA,NA,NA,8,"ALTOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-24",NA,57,46,50,0.14,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-25",NA,49,48,49,0.32,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-26",NA,40,38,38,0.03,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-27",NA,34,34,34,0.5,NA,0.75,0.8,8,"NIMBOSTRATUS","SNOWING",NA,NA,NA,NA,NA,NA,NA
"2001-11-28",NA,33,28,30,0.02,NA,1.25,1.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-11-29",NA,36,29,33,0.12,NA,2,3,8,"NIMBOSTRATUS","RAINING",NA,NA,NA,NA,NA,NA,NA
"2001-11-30",NA,40,33,35,0.35,NA,NA,0,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-01",NA,40,33,39,0.2,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-02",NA,46,31,31,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-03",NA,49,31,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-04",NA,52,35,43,0.01,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-05",NA,63,43,50,0.36,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-06",NA,44,41,41,NA,NA,NA,NA,1,"STRATUS",NA,NA,NA,NA,"T",NA,NA,NA
"2001-12-07",NA,33,31,34,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-08",NA,37,25,30,0.06,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-09",NA,37,30,30,0,NA,0.5,0.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-10",NA,44,28,35,0,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-11",NA,42,30,30,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-12",NA,42,29,36,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-13",NA,39,29,37,0.3,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,"R",NA,NA,NA,NA
"2001-12-14",NA,36,28,32,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-15",NA,41,32,32,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-16",NA,42,32,36,0.14,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-17",NA,41,36,39,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-18",NA,39,35,36,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-19",NA,36,33,34,0.03,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-20",NA,34,32,33,0.07,NA,1.25,1.2,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-21",NA,29,28,28,0,NA,NA,1.2,5,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-22",NA,41,22,27,0.01,NA,NA,1,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-23",NA,35,27,35,0.07,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-24",NA,31,26,27,0.22,NA,4,4,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-25",NA,25,21,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-26",NA,23,15,NA,2.12,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-27",NA,27,17,NA,0.02,NA,0.34,0.3,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-28",NA,23,17,NA,0.07,NA,4,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-29",NA,28,9,9,0.02,NA,4,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-30",NA,24,9,23,0.02,NA,2,21,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-12-31",NA,29,21,24,0,NA,1,19.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-01",NA,26,15,15,0,NA,NA,19.5,2,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-02",NA,30,15,21,0,NA,NA,19,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-03",NA,30,20,26,0,NA,NA,19,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-04",NA,30,21,29,0,NA,NA,19,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-05",NA,37,29,30,0.02,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-06",NA,30,30,31,0.04,NA,0.75,17.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-07",NA,31,10,14,0,NA,0.25,16.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-08",NA,37,14,31,0,NA,NA,16.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-09",NA,44,31,37,0.01,NA,NA,15.2,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-10",NA,40,36,38,0.04,NA,NA,8,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-11",NA,36,32,32,NA,NA,NA,6,8,"STRATUS",NA,NA,NA,NA,"T",NA,NA,NA
"2002-01-12",NA,35,28,31,0.06,NA,NA,6,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-13",NA,26,25,25,0,NA,3.25,NA,6,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-14",NA,27,16,NA,0.41,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-15",NA,27,19,NA,0.02,NA,3.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-16",NA,28,19,21,0.06,NA,0.25,12,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-17",NA,26,21,24,0.2,NA,13.75,12.2,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-18",NA,21,16,17,0.01,NA,3.5,15.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-19",NA,29,13,NA,0.14,NA,1.25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-20",NA,33,13,23,0,NA,2.25,15,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-21",NA,33,23,25,0.01,NA,NA,14,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-22",NA,43,20,20,0,NA,0.5,13.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-23",NA,40,20,33,0,NA,NA,12.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-24",NA,30,21,21,0,NA,0.25,12,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-25",NA,45,21,28,0.01,NA,0.25,12,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-26",NA,39,28,28,0,NA,NA,11,6,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-27",NA,46,25,26,0,NA,NA,10.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-28",NA,32,26,32,0,NA,NA,10,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-29",NA,18,17,17,0.07,NA,0.25,10.2,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-30",NA,23,16,16,0,NA,2.25,12,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-01-31",NA,23,15,23,0.13,NA,NA,12,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,"T",NA
"2002-02-01",NA,24,18,18,0.46,NA,6.5,18,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-02",NA,30,15,NA,0.03,NA,3.75,NA,6,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-03",NA,33,15,29,0.1,NA,3.75,19,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-04",NA,24,5,5,0.02,NA,2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-05",NA,29,5,24,0,NA,NA,18.8,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-06",NA,40,16,17,0,NA,NA,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-07",NA,38,17,37,0,NA,NA,17,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-08",NA,34,22,26,0,NA,NA,16.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-09",NA,37,26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-10",NA,27,27,NA,0.16,NA,2.25,17,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-11",NA,36,-5,-1,0,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-12",NA,34,-1,32,0.02,NA,NA,17,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-13",NA,32,9,11,0,NA,NA,17,7,"CUMULUS",NA,NA,NA,NA,NA,NA,"T",NA
"2002-02-14",NA,47,11,32,NA,NA,NA,17,0,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2002-02-15",NA,39,31,34,NA,NA,NA,15,8,"NIMBOSTRATUS",NA,NA,NA,NA,"T",NA,"T",NA
"2002-02-16",NA,35,22,31,0,NA,0.25,15,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-17",NA,23,14,14,0,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-18",NA,45,11,14,0,NA,NA,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-19",NA,37,14,34,0.37,NA,NA,14,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-20",NA,35,34,35,0.85,NA,NA,13,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-21",NA,24,22,22,0.32,NA,10,24,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-22",NA,24,5,10,0,NA,NA,23.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-23",NA,32,5,10,0,NA,NA,23.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-24",NA,43,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-25",NA,34,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2002-02-26",NA,20,20,NA,0.15,NA,0.25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-27",NA,23,15,15,0.03,NA,6,24,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-02-28",NA,32,2,11,0.11,NA,NA,22,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,"T",NA
"2002-03-01",NA,24,10,12,0.06,NA,4.5,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-02",NA,32,6,24,0.43,NA,3,26,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-03",NA,14,9,9,0.04,NA,6,29.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-04",NA,19,-1,2,0,NA,0.25,27.5,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-05",NA,23,0,10,0.13,NA,4.5,31,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-06",NA,29,11,15,0,NA,1.5,29.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-07",NA,31,-4,-2,0,NA,NA,28,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-08",NA,42,-2,31,0.68,NA,0.25,26.5,8,"NIMBOSTRATUS","1/4-3/16"" ICE",NA,NA,NA,NA,NA,NA,NA
"2002-03-09",NA,48,31,42,0.91,NA,NA,25,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-10",NA,23,17,17,0,NA,NA,21,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-11",NA,31,15,20,0.04,NA,NA,20,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-12",NA,42,16,16,0,NA,0.5,20,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-13",NA,48,16,40,0.03,NA,NA,19.5,3,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-14",NA,31,25,26,0,NA,NA,18,8,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-15",NA,31,26,30,0.04,NA,0.25,18,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-16",NA,33,11,20,0,NA,NA,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-17",NA,36,18,26,0,NA,NA,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-18",NA,39,26,30,0.09,NA,2,19.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-19",NA,44,22,24,0.03,NA,NA,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-20",NA,39,24,32,0.17,NA,2.75,19.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-21",NA,20,18,18,0.02,NA,1.75,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-22",NA,29,15,18,0.01,NA,1,19,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-23",NA,33,18,29,NA,NA,0.75,18.8,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-24",NA,23,9,22,0.03,NA,2,20,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-25",NA,23,-6,-3,0,NA,0.5,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-26",NA,33,-3,6,0,NA,NA,18.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-27",NA,42,6,19,0,NA,NA,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-28",NA,46,19,35,0,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-29",NA,48,35,36,0.03,NA,NA,16,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-30",NA,45,32,39,0,NA,NA,15.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-03-31",NA,44,29,37,NA,NA,NA,14.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-04-01",NA,37,25,28,NA,NA,0.25,14,8,"NIMBOSTRATUS",NA,NA,NA,NA,"T",NA,NA,NA
"2002-04-02",NA,35,26,30,0.13,NA,NA,13.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2002-04-03",NA,33,29,NA,0.03,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-04-04",NA,32,25,NA,0.02,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-04-05",NA,37,20,24,0,NA,NA,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
