"Date","Time","Max_Temperature","Min_Temperature","Current_Temperature","Precipitation_Belfort","Precipitation_ETI","Snowfall","Snow_On_Ground","Sky_Cover","Cloud_Type","Notes","Flag_Max_Temperature","Flag_Min_Temperature","Flag_Current_Temperature","Flag_Precipitation_Belfort","Flag_Precipitation_ETI","Flag_Snowfall","Flag_Snow_On_Ground"
"2013-06-11",NA,75,58,60,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-12",NA,80,55,56,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-13",NA,72,56,57,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-14",NA,73,54,54,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-15",NA,77,50,56,0.04,0.03,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-16",NA,75,56,62,0.18,0.17,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-17",NA,64,56,56,NA,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-18",NA,70,48,52,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-19",NA,75,48,50,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-20",NA,82,50,54,NA,NA,NA,NA,4,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-21",NA,81,54,61,0.12,0.13,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-22",NA,72,61,61,0.03,0.03,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-23",NA,86,61,63,NA,0,NA,NA,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-24",NA,85,63,71,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-25",NA,78,66,69,0.01,0.01,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-26",NA,90,61,65,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-27",NA,79,65,66,0.2,0.24,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-28",NA,73,62,64,0.05,0.04,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-29",NA,74,61,62,0.02,0.02,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-30",NA,76,63,65,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-01",NA,74,61,63,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-02",NA,73,55,57,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-03",NA,80,57,61,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-04",NA,78,61,65,NA,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-05",NA,88,60,64,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-06",NA,88,62,70,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-07",NA,86,62,66,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-08",NA,73,66,NA,0.32,0.28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-09",NA,63,65,67,0.02,0.01,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-10",NA,72,67,68,0.05,0.07,NA,NA,8,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-11",NA,76,59,60,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-12",NA,84,54,57,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-13",NA,88,57,63,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-14",NA,89,62,63,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-15",NA,91,63,70,NA,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-16",NA,94,69,71,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-17",NA,95,71,77,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-18",NA,84,73,74,0.44,0.45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-19",NA,84,72,80,0.82,0.8,NA,NA,8,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-20",NA,72,61,67,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-21",NA,76,54,57,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-22",NA,86,57,63,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-23",NA,63,61,61,0.15,0.15,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-24",NA,72,50,55,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-25",NA,79,53,56,0,0,NA,NA,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-26",NA,75,56,60,0.88,0.89,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-27",NA,63,57,57,0.08,0.05,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-28",NA,67,53,54,0,NA,NA,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-29",NA,70,54,57,0,NA,NA,NA,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-30",NA,74,56,57,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-31",NA,78,57,62,0,0.13,NA,NA,8,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-01",NA,74,58,60,0,0,NA,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-02",NA,73,57,60,0.06,0.05,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-03",NA,66,56,61,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-04",NA,70,57,57,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-05",NA,75,51,53,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2013-08-06",NA,77,53,61,0.02,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-07",NA,73,61,63,0.35,0.35,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-08",NA,74,54,55,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-09",NA,74,55,56,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-10",NA,72,49,54,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-11",NA,74,53,56,0,NA,NA,NA,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-12",NA,78,56,60,NA,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,"T","T",NA,NA
"2013-08-13",NA,60,53,55,NA,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"2013-08-14",NA,69,51,54,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-15",NA,75,50,55,0,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-16",NA,79,55,58,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-17",NA,82,55,57,0,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-18",NA,83,56,57,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-19",NA,82,56,58,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-20",NA,86,59,62,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-21",NA,90,62,69,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-22",NA,79,65,65,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-23",NA,79,58,59,0,NA,NA,NA,0,NA,"INSTALLED NEW CABINET",NA,NA,NA,NA,NA,NA,NA
"2013-08-24",NA,85,55,58,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-25",NA,91,58,67,0.16,0.14,NA,NA,6,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-26",NA,86,67,71,0.04,0.02,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-27",NA,80,67,69,0.1,0.08,NA,NA,8,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-28",NA,87,66,66,0,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-29",NA,88,66,66,0.61,0.01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-30",NA,76,66,71,0,0.61,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-08-31",NA,79,62,64,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-01",NA,72,62,62,0.12,0.11,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-02",NA,60,55,55,0,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-03",NA,73,56,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-04",NA,70,64,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-05",NA,67,48,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-06",NA,76,47,47,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-07",NA,79,67,67,0.6,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-08",NA,72,56,56,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-09",NA,74,56,56,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-10",NA,86,67,67,1.04,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-11",NA,79,64,64,0.36,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-12",NA,64,62,62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-13",NA,60,47,47,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-14",NA,66,42,42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-15",NA,61,56,56,0.21,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-16",NA,56,45,45,0,0,NA,NA,8,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-17",NA,65,40,40,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-18",NA,74,47,47,0,0,NA,NA,5,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-19",NA,79,62,62,0.04,0.01,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-20",NA,69,66,66,0.02,0.07,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-21",NA,57,53,53,0,0.02,NA,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-22",NA,54,44,44,0,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-23",NA,61,41,41,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-24",NA,65,43,43,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-25",NA,67,45,45,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-26",NA,70,45,45,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-27",NA,74,48,48,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-28",NA,74,51,51,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-29",NA,63,54,54,0.12,0.13,NA,NA,4,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-30",NA,67,45,45,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-01",NA,78,45,53,0,NA,NA,NA,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-02",NA,70,53,55,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-03",NA,61,46,51,0.62,0.27,NA,NA,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-04",NA,57,51,55,0.3,0.38,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-05",NA,61,51,52,2.73,2.25,NA,NA,8,"NIMBOSTRATUS","RAIN",NA,NA,NA,NA,NA,NA,NA
"2013-10-06",NA,66,51,61,0.19,0.64,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-07",NA,56,48,49,0.24,0.13,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-08",NA,64,39,39,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-09",NA,70,39,50,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-10",NA,68,45,46,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-11",NA,68,45,46,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-12",NA,75,46,51,0.02,0.02,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-13",NA,56,49,52,0.01,0,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-14",NA,58,39,39,0,0,NA,NA,1,NA,"FIRST FROST",NA,NA,NA,NA,NA,NA,NA
"2013-10-15",NA,58,39,42,0.4,0.34,NA,NA,2,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-16",NA,52,41,50,0.09,0.06,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-17",NA,52,43,45,0,0,NA,NA,6,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-18",NA,53,39,44,0.14,0.11,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-19",NA,48,42,44,0.42,0.42,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-20",NA,51,36,36,0.25,0.25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-21",NA,46,36,46,NA,0.87,NA,NA,8,"NIMBOSTRATUS","RAIN",NA,NA,NA,NA,NA,NA,NA
"2013-10-22",NA,45,33,36,1.25,0.25,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-23",NA,43,31,31,0.01,0.02,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-24",NA,45,31,37,0.35,0.28,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-25",NA,46,34,34,0.02,0.12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-26",NA,45,33,44,0.45,0.29,NA,NA,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-27",NA,46,34,34,0.01,0.02,NA,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-28",NA,37,34,34,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-29",NA,38,27,27,0,0,NA,NA,2,"CUMULUS","HARD FROST",NA,NA,NA,NA,NA,NA,NA
"2013-10-30",NA,49,27,37,0.02,0.02,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-31",NA,57,37,49,1.05,1.18,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-01",NA,49,44,49,0.63,0.35,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-02",NA,38,38,38,0,0.01,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-03",NA,43,29,29,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-04",NA,49,29,34,0,0,NA,NA,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-05",NA,56,34,46,NA,0.05,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"2013-11-06",NA,52,46,50,0.5,0.67,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-07",NA,39,35,35,2,0.11,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,"T",NA
"2013-11-08",NA,40,33,35,0,0.02,0.5,NA,8,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-09",NA,43,33,34,1,0.51,2,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-10",NA,40,34,39,NA,0.06,0,NA,8,"CUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"2013-11-11",NA,31,31,31,0,NA,1,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,"T",NA,NA
"2013-11-12",NA,29,27,27,0,NA,NA,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,"T",NA
"2013-11-13",NA,41,21,25,0,NA,NA,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,"T",NA
"2013-11-14",NA,46,25,35,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"T",NA
"2013-11-15",NA,51,35,37,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-16",NA,55,33,36,0,0.13,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-17",NA,59,36,54,0,20.8,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,"R",NA,NA
"2013-11-18",NA,37,37,37,0,0.06,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-19",NA,32,30,30,0,0,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-20",NA,41,25,29,0,0,NA,NA,7,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-21",NA,41,29,35,0,0.01,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-22",NA,32,32,32,NA,0.11,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,"T",NA,"T",NA
"2013-11-23",NA,21,18,19,0.75,0.17,0.75,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-24",NA,29,15,15,3,0.13,3,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-25",NA,36,15,26,1.25,0.19,3,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-26",NA,32,26,32,2,0.21,4,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-27",NA,23,19,19,1,0,4.5,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-28",NA,23,11,16,0.25,0.03,4,NA,8,"NIMBOSTRATUS","SFBAY ICED OVER",NA,NA,NA,NA,NA,NA,NA
"2013-11-29",NA,29,8,13,0.5,0,4.25,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-30",NA,35,13,29,0,0,4,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-01",NA,33,29,32,NA,0,NA,3.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-02",NA,34,28,28,NA,0,NA,3.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-03",NA,31,19,21,NA,0.68,NA,3.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-04",NA,44,21,29,NA,0,3.75,8.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-05",NA,36,29,36,NA,0.04,NA,3.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-06",NA,23,19,19,NA,0,NA,3.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-07",NA,19,16,18,NA,0,NA,3,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-08",NA,24,11,14,0.1,0.12,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-09",NA,28,14,23,0.25,0.38,4,7,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-10",NA,18,11,11,0.12,0.07,5.75,11,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-11",NA,17,11,12,0,0,2.5,9.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-12",NA,18,10,12,0.05,0.1,2,9.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-13",NA,13,7,7,0,0,1,8.5,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-14",NA,20,-3,13,0.06,0.1,NA,8,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,"T",NA
"2013-12-15",NA,24,13,16,0.18,0.21,4,12,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-16",NA,16,-17,-17,0.03,0.06,4.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-17",NA,24,-21,16,0.05,0.03,3.25,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-18",NA,24,19,19,0.03,0.01,1,13,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-19",NA,30,17,22,0,0,0.25,12,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-20",NA,23,17,18,0.24,0.36,2,13,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-21",NA,25,18,21,0,0,2,14,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-22",NA,21,21,21,0.41,0.51,1.5,14,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-23",NA,10,5,5,0.08,0.05,7.5,20.5,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-24",NA,15,-19,-16,0,0,2.5,18.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-25",NA,22,-16,15,0.08,0.14,1,18.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-26",NA,23,15,19,0.02,0.05,3,20,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-27",NA,37,-7,8,0,0,1.25,19.5,8,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-28",NA,39,8,33,0,0,NA,17.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-29",NA,18,18,18,0,0.01,NA,15.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2013-12-30",NA,14,-5,-3,0.12,0.15,NA,15.5,4,"CUMULUS",NA,NA,NA,NA,NA,NA,"T",NA
"2013-12-31",NA,12,-3,8,0.03,0.06,3,18,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",NA,8,-9,-5,NA,NA,NA,17,3,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-02",NA,9,-6,-2,NA,NA,NA,16.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-03",NA,24,-15,-9,NA,NA,0.25,16.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-04",NA,30,-9,24,0.05,0.04,0.5,16.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-05",NA,19,14,14,0.01,0.04,0,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-06",NA,6,6,6,0.05,0.1,0,15.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-07",NA,10,-2,2,0.04,0.08,NA,16,6,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-08",NA,15,-2,9,0,0.02,0.5,16.2,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-09",NA,19,1,2,0,0,0,16,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-10",NA,36,1,19,0.2,0.23,0,16,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-11",NA,36,14,36,0.17,0.17,NA,15,8,"NIMBOSTRATUS","RAIN",NA,NA,NA,NA,NA,"T",NA
"2014-01-12",NA,39,31,31,0,0,0,15,8,"STRATOCUMULUS","RAIN",NA,NA,NA,NA,NA,NA,NA
"2014-01-13",NA,38,31,34,0.01,0,0,14.5,8,"STRATOCUMULUS","DRIFTING SNOW",NA,NA,NA,NA,NA,NA,NA
"2014-01-14",NA,32,27,27,0.44,0.61,11,14,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
